customer_id,Customer Fname,Customer Lname,Customer City,Customer State
2106,Mary,Grimes,Aurora,CO
8144,Mary,Summers,Simi Valley,CA
5643,Tiffany,Caldwell,Silver Spring,MD
2041,Paul,Garcia,Saint Paul,MN
7537,Stephen,Lee,San Antonio,TX
3056,George,Middleton,Philadelphia,PA
7967,Samuel,Jones,Philadelphia,PA
1758,Larry,King,Bronx,NY
7884,Peter,Smith,Greenville,NC
289,Diana,Richards,Morristown,NJ
10081,Mary,Castillo,San Diego,CA
1169,Mary,Smith,Oxnard,CA
1182,Mary,Smith,Miami,FL
717,Mary,Camacho,Albuquerque,NM
20423,Ainsley,Leach,Amarillo,TX
5801,Theresa,Pearson,Lutz,FL
702,Cynthia,Smith,Bend,OR
6951,Mary,Williams,East Brunswick,NJ
6780,Sean,Chung,Lancaster,SC
6422,Jonathan,Richmond,Ontario,CA
5384,Christopher,Smith,Houston,TX
2985,Donald,Price,Hampton,VA
18349,Rana,Moreno,New York,NY
11286,Mary,Garcia,Porterville,CA
489,William,Smith,Portland,OR
4510,Rachel,Cochran,Strongsville,OH
9626,Dorothy,Frye,El Paso,TX
9494,Robert,Gilmore,Del Rio,TX
1718,Mary,Smith,Buffalo,NY
5295,Mary,Williams,Bountiful,UT
3984,Brenda,Webster,Kent,WA
5270,Andrea,Johnson,Chicago,IL
10966,Martha,Pierce,Plymouth,MA
1868,Mary,Riddle,Far Rockaway,NY
17446,Freya,Golden,Houston,TX
10071,Mary,Lawrence,Philadelphia,PA
1271,Carolyn,Shea,Simi Valley,CA
11930,Mary,Gilbert,Detroit,MI
20529,Lynn,Sweeney,Garden Grove,CA
8358,Mary,Smith,San Diego,CA
7705,Julia,Robinson,Chicago,IL
17392,Patience,Ward,Placentia,CA
18276,Cheryl,Koch,San Jose,CA
7795,Sandra,Smith,Honolulu,HI
20655,Whitney,Collins,Mentor,OH
2454,Kyle,Curtis,Santa Clara,CA
150,Mary,Smith,Union,NJ
10671,Timothy,Moses,Long Beach,CA
11924,Mary,Ramos,Westminster,CA
16086,Aimee,Terrell,Pompano Beach,FL
4398,Mary,Yoder,Azusa,CA
5687,Mary,Chapman,Fort Lauderdale,FL
8534,Mary,Rose,San Antonio,TX
3372,Virginia,Smith,Princeton,NJ
10927,Jessica,Lang,Perth Amboy,NJ
3597,Margaret,Smith,Miami,FL
2052,Mary,Anthony,Loveland,OH
4399,Richard,Smith,Virginia Beach,VA
185,Deborah,Smith,Louisville,KY
3441,Emma,Russell,Lockport,NY
11947,Mary,Smith,Chicago,IL
1555,Adam,Smith,Staten Island,NY
9399,Mary,Bennett,Tucson,AZ
2792,Roy,Carey,Plymouth,MA
10118,Mary,Reynolds,Cleveland,OH
8544,Sarah,Smith,Bronx,NY
4296,Edward,Sanchez,Webster,NY
4391,Harry,Smith,Stockton,CA
2882,Mary,Decker,Amarillo,TX
3283,Charles,Ramos,Martinsburg,WV
397,Mary,Delgado,Cumberland,MD
4104,Debra,Butler,Pekin,IL
12214,Jennifer,Summers,Tallahassee,FL
10699,Mary,Lee,Jacksonville,FL
2091,Doris,Smith,Woonsocket,RI
10474,Benjamin,Case,Stockton,CA
7504,Stephanie,Smith,Lithonia,GA
7518,Mary,Padilla,Oak Lawn,IL
1738,Nicholas,Murray,Detroit,MI
1622,Mary,Smith,Alhambra,CA
1325,Gregory,Nelson,New Haven,CT
5505,Joseph,Matthews,North Tonawanda,NY
4210,Matthew,Roach,Phoenix,AZ
11229,Diane,Smith,Kenner,LA
9385,Andrew,Whitehead,Washington,PA
900,George,Smith,Holland,MI
6217,Roger,Black,Morrisville,PA
9466,Mary,Smith,Memphis,TN
4596,Mary,Burns,Federal Way,WA
5206,Mary,Palmer,San Diego,CA
2823,Danielle,Smith,Chicago,IL
10408,Sandra,Smith,Los Angeles,CA
11011,Mary,Mullins,Bronx,NY
40,Mary,Smith,Long Beach,CA
11636,Patrick,Browning,Chicago,IL
7454,Andrew,Kim,West Covina,CA
5138,William,Rivera,Ventura,CA
8696,Mary,Pope,Washington,DC
2329,Mary,Smith,Valrico,FL
12431,Mary,Rios,Kaneohe,HI
10860,Mary,Johnson,Ventura,CA
12094,Mary,Smith,Brooklyn,NY
5088,Mary,Smith,Oceanside,CA
2200,Evelyn,Wilson,Fort Worth,TX
3997,Margaret,Walker,Brooklyn,NY
8746,Charles,Stout,Cleveland,OH
3687,Mary,Morrow,Philadelphia,PA
9162,Christina,Carter,Lodi,CA
8993,Mary,Smith,Bakersfield,CA
5875,Mary,Rodgers,Philadelphia,PA
2502,Mary,Smith,Long Beach,CA
9563,Pamela,Murphy,San Jose,CA
7259,Jerry,Ingram,Murfreesboro,TN
3131,Mary,Brown,Carlsbad,CA
4140,Brandon,Smith,Hamilton,OH
4539,Jacqueline,James,Houston,TX
6071,Mary,Wu,New York,NY
8730,Mary,Smith,Hayward,CA
9634,Mary,Weaver,Bridgeton,NJ
8010,Kathy,Smith,Martinsburg,WV
3484,Rebecca,Hunter,Bay Shore,NY
7307,Brandon,Foster,Palatine,IL
1975,Mary,Smith,Smyrna,GA
629,Matthew,Huffman,Van Nuys,CA
11753,Richard,Reid,Opa Locka,FL
5375,Jeremy,Holmes,Los Angeles,CA
1695,Amanda,Marquez,Saint Paul,MN
9884,Maria,Dorsey,Edison,NJ
8498,Joseph,Pennington,Baytown,TX
7534,Mary,Smith,Sylmar,CA
123,Mary,Mann,Bend,OR
8925,Mary,Erickson,Opa Locka,FL
5981,Ronald,Williamson,Burnsville,MN
7347,Carolyn,Gallegos,Huntington Station,NY
19445,Felicia,Clark,Caguas,PR
19444,Wanda,Sanford,Sunnyvale,CA
19443,Hayfa,Boyle,Sugar Land,TX
19442,Lavinia,Houston,Caguas,PR
19441,Yetta,Robinson,Brighton,MA
19440,Jennifer,Holmes,Caguas,PR
19439,Mara,Mcneil,Garden Grove,CA
19438,Cleo,Woodward,Caguas,PR
19437,Cally,Dunn,Bismarck,ND
19436,Wynter,Gay,Caguas,PR
19435,Hyacinth,Nolan,Gaithersburg,MD
19434,Emma,Mayo,Caguas,PR
19433,Xerxes,Terrell,Bismarck,ND
19432,Noel,Wheeler,Honolulu,HI
19431,Maryam,Grant,Lilburn,GA
19430,Naida,Small,Caguas,PR
19429,Lana,Green,Virginia Beach,VA
19428,Patience,Woodward,Azusa,CA
19427,Rylee,Garrett,Long Beach,CA
19426,Dakota,Green,Bronx,NY
19425,Fallon,Donovan,Caguas,PR
19424,Kylynn,Zimmerman,Provo,UT
19423,Inez,Fleming,Columbia,TN
19422,Carolyn,Davenport,Caguas,PR
19421,Miriam,Vega,Stockton,CA
19420,Danielle,Rush,Marietta,GA
19419,Chloe,Pickett,Caguas,PR
19418,Beverly,Fisher,Holland,MI
19417,Gillian,Camacho,Rio Grande,PR
19416,Madeline,Wooten,Brooklyn,NY
19415,Yoshi,Shelton,Caguas,PR
19414,Hadley,Russell,Denver,CO
19413,Renee,Morales,Taylor,MI
19412,Iola,King,Caguas,PR
19411,Tamekah,Blair,Chicago,IL
19410,Cherokee,Huffman,Caguas,PR
19409,Odessa,Cherry,Detroit,MI
19408,Rose,Mack,Caguas,PR
19407,Linda,Haley,Murfreesboro,TN
19406,May,Kennedy,Caguas,PR
19405,Lilah,Holmes,Cleveland,OH
19404,Tana,Franklin,Caguas,PR
19403,Emi,Mitchell,Lockport,NY
19402,Cynthia,Albert,Caguas,PR
19401,Myra,Manning,Saint Charles,MO
19400,Medge,Mcfarland,Los Angeles,CA
19399,Chloe,Nichols,Cupertino,CA
19398,Beatrice,Holt,Caguas,PR
19397,Ria,Padilla,Springfield,MO
19396,Charity,Sharpe,Caguas,PR
19395,Nell,Garrison,Mission Viejo,CA
19394,Tamara,Larson,Los Angeles,CA
19393,Phyllis,Higgins,Caguas,PR
19392,Nelle,Shaffer,Roswell,GA
19391,Aimee,Daugherty,Caguas,PR
19390,Blossom,Middleton,Ypsilanti,MI
19389,Breanna,Morrison,Brooklyn,NY
19388,Katelyn,Key,Caguas,PR
19387,Karly,Porter,Peoria,AZ
19386,Olga,Stein,Caguas,PR
19385,Brenna,Wyatt,Garden Grove,CA
19384,Tatyana,Tyson,Caguas,PR
19383,Ifeoma,Hendricks,Clementon,NJ
19382,Kitra,Howard,Memphis,TN
19381,Summer,Hester,Antioch,TN
19380,Sopoline,Hood,Caguas,PR
19379,Emma,Suarez,Salt Lake City,UT
19378,Eliana,Santos,Caguas,PR
19377,Denise,Young,Bakersfield,CA
19376,Hermione,Rose,Caguas,PR
19375,Lara,Kim,Granada Hills,CA
19374,Hedy,Dunn,Caguas,PR
19373,Violet,Melton,Tallahassee,FL
19372,Taylor,Aguilar,Caguas,PR
19371,Clare,Jenkins,Hempstead,NY
19370,Xerxes,Marsh,Caguas,PR
19369,Rhonda,Bruce,Astoria,NY
19368,Morgan,Jimenez,Gilroy,CA
19367,Illiana,Mcpherson,Caguas,PR
19366,Joan,Hickman,Azusa,CA
19365,Amity,Weber,Caguas,PR
19364,Jayme,Tyler,Lenoir,NC
19363,Geraldine,Mcfadden,Columbus,OH
19362,Anika,Stokes,Albany,OR
19361,Dana,Hoffman,Humacao,PR
19360,Blossom,Hill,Caguas,PR
19359,Sybil,Noel,Lindenhurst,NY
19358,Genevieve,Joyce,Elyria,OH
19357,Tara,Gordon,Caguas,PR
19356,Emma,Armstrong,Riverside,CA
19355,Geraldine,Barlow,Caguas,PR
19354,Lilah,Huff,Carson,CA
19353,Ella,Mcmahon,Mesa,AZ
19352,Lilah,Glass,Caguas,PR
19351,Alyssa,Fowler,Honolulu,HI
19350,Heather,Rocha,Caguas,PR
12069,Brittany,Gardner,Caguas,PR
9597,Lori,Perez,Caguas,PR
9467,Billy,Butler,Caguas,PR
2546,Mary,Smith,Caguas,PR
2240,Edward,West,Caguas,PR
11650,Mary,Smith,Caguas,PR
10368,Matthew,Key,Caguas,PR
6489,Maria,Macdonald,Caguas,PR
10533,Michael,Smith,Caguas,PR
11292,William,Saunders,Caguas,PR
47,Lori,Fuller,Caguas,PR
6405,Mary,Anderson,Caguas,PR
2426,Mary,Phillips,Caguas,PR
8133,Benjamin,Riddle,Caguas,PR
1429,Pamela,Murphy,Caguas,PR
9120,Terry,Trujillo,Caguas,PR
12221,Betty,Sanchez,Caguas,PR
9415,Mary,Joyce,Caguas,PR
724,Lawrence,Mclaughlin,Caguas,PR
8897,Stephen,Blackburn,Caguas,PR
7112,Mark,Harris,Caguas,PR
1086,Mary,Smith,Caguas,PR
2916,Cynthia,Nelson,Caguas,PR
11339,Mary,King,Caguas,PR
10166,Aaron,Smith,Caguas,PR
3091,Carolyn,Rodriguez,Caguas,PR
1070,Shawn,Huffman,Caguas,PR
6871,Gregory,Bowman,Caguas,PR
2339,Mary,Smith,Caguas,PR
4232,Mary,Garza,Caguas,PR
8986,Mary,Smith,Caguas,PR
6491,Bruce,Cruz,Caguas,PR
5564,Mary,Smith,Caguas,PR
7955,Mary,Rios,Caguas,PR
5728,Sarah,Montoya,Caguas,PR
9704,Mary,Mcneil,Caguas,PR
8485,Mary,Simmons,Caguas,PR
11216,Mary,Morgan,Caguas,PR
12160,Martha,Richmond,Caguas,PR
6352,Madison,Smith,Caguas,PR
5870,John,Hughes,Caguas,PR
11776,Mary,Smith,Caguas,PR
7060,Virginia,Carroll,Caguas,PR
3466,Evelyn,Smith,Caguas,PR
1834,Jane,Nichols,Caguas,PR
2439,Mary,Smith,Caguas,PR
6416,Mary,Smith,Caguas,PR
6310,Jerry,Deleon,Caguas,PR
9029,Mary,Bryan,Caguas,PR
295,Julie,Tanner,Caguas,PR
9011,Mary,Smith,Caguas,PR
1577,Mary,Smith,Caguas,PR
1568,Mary,Larson,Caguas,PR
9047,Jordan,Medina,Caguas,PR
7603,Kevin,Smith,Caguas,PR
6746,Anthony,Sanchez,Caguas,PR
1566,Mary,Simon,Caguas,PR
2918,Mary,Myers,Caguas,PR
1491,Joyce,Smith,Caguas,PR
14915,Octavia,French,Caguas,PR
9619,Mary,Smith,Caguas,PR
2363,Mary,Frazier,Caguas,PR
5898,Emily,Jacobs,Caguas,PR
1948,Peter,Smith,Caguas,PR
1820,Mary,Hill,Caguas,PR
14770,Kelsie,Tate,Caguas,PR
1962,Marie,Smith,Caguas,PR
7175,Judy,Webb,Caguas,PR
1222,Michael,Garcia,Caguas,PR
487,Kenneth,Brown,Caguas,PR
2217,Mary,Martinez,Caguas,PR
14824,Jaime,Todd,Caguas,PR
2078,Roger,Morales,San Juan,PR
10497,Justin,Pena,Caguas,PR
4695,Hannah,Guerra,Caguas,PR
9857,Lawrence,Deleon,Caguas,PR
2168,Mary,Reynolds,Caguas,PR
4078,Mary,Gallegos,Caguas,PR
11887,Christopher,Smith,Caguas,PR
6588,Mary,Smith,Caguas,PR
7167,Harold,Medina,Caguas,PR
1459,Mary,Smith,Caguas,PR
548,Ryan,Horton,Caguas,PR
5224,Jane,Green,Caguas,PR
2686,Mary,Coffey,Caguas,PR
468,Mary,Stone,Caguas,PR
1260,Kelly,Calderon,Caguas,PR
3050,Mary,Smith,Caguas,PR
10308,Mary,Smith,Caguas,PR
387,Mary,Levy,Caguas,PR
2270,Mary,Smith,Caguas,PR
482,Megan,Moreno,Caguas,PR
1956,Mary,Clay,Caguas,PR
7466,Mary,Warren,Caguas,PR
8224,Edward,Chang,Caguas,PR
3490,Mary,Smith,Caguas,PR
1596,John,Hammond,Caguas,PR
3969,Carl,Smith,Vega Baja,PR
9342,Teresa,Grant,Caguas,PR
2028,Cynthia,Smith,Caguas,PR
3940,Mary,Smith,Caguas,PR
8293,Nathan,Mahoney,Caguas,PR
9962,Diana,Smith,Caguas,PR
8098,Mary,Smith,Caguas,PR
8348,Mary,Maddox,Caguas,PR
653,Jason,Haas,Caguas,PR
8645,Andrew,Johnston,Caguas,PR
1275,Amanda,Smith,Caguas,PR
11189,Mary,Hammond,Caguas,PR
5988,Melissa,Miller,Caguas,PR
9726,Steven,Smith,Caguas,PR
5113,Judith,Osborne,Caguas,PR
7202,Beverly,Smith,Caguas,PR
1173,Mary,Silva,Caguas,PR
13597,Sara,Mejia,Caguas,PR
4047,Marilyn,Potter,Caguas,PR
6594,Rebecca,Austin,Caguas,PR
1186,Mary,Soto,Caguas,PR
4279,Jack,Meyer,Caguas,PR
4151,Mary,Smith,Caguas,PR
14848,Karina,Harper,Caguas,PR
4697,Kathryn,Singh,Caguas,PR
5887,Mary,Peters,Caguas,PR
3207,Stephen,Smith,Caguas,PR
12310,Ralph,Nielsen,Caguas,PR
8397,Amber,Smith,Caguas,PR
6306,Donna,Browning,Caguas,PR
8002,Margaret,Martinez,Caguas,PR
12382,Jennifer,Smith,Caguas,PR
7844,Scott,Smith,Mayaguez,PR
12291,Jennifer,Sims,Caguas,PR
6523,Mary,Smith,Caguas,PR
4867,Mary,Smith,Caguas,PR
5301,Mary,Ward,Caguas,PR
4784,Mary,Williams,Caguas,PR
7446,Lisa,Williams,Caguas,PR
11455,Mary,Weaver,Caguas,PR
5364,Thomas,Colon,Caguas,PR
259,Mary,Bates,Caguas,PR
11290,Catherine,Smith,Caguas,PR
8517,Debra,Smith,Humacao,PR
7407,Diane,Kim,Caguas,PR
5965,Richard,Parker,Caguas,PR
8677,Cynthia,Mccoy,Caguas,PR
10093,Michael,Lopez,Caguas,PR
12119,Barbara,Pham,Caguas,PR
8274,Mary,Mcgrath,Caguas,PR
2291,Mary,Mcdonald,Caguas,PR
11310,Kenneth,Williams,Caguas,PR
155,Brittany,Juarez,Caguas,PR
4998,Mary,Smith,Caguas,PR
7720,Lisa,Ramirez,Caguas,PR
3099,Brittany,Copeland,Caguas,PR
5011,William,Berg,Caguas,PR
2643,David,Smith,Caguas,PR
9501,Patricia,Smith,Caguas,PR
9760,Mary,Wolf,Caguas,PR
11793,Thomas,Riley,Caguas,PR
7273,Mary,Smith,Bayamon,PR
3329,Joshua,Smith,Caguas,PR
9429,George,Terrell,Caguas,PR
437,Cynthia,Benjamin,Caguas,PR
2538,Kelly,Williams,Caguas,PR
4280,Mary,Mccoy,Arecibo,PR
2813,Mary,Smith,Caguas,PR
4249,Mary,Butler,Caguas,PR
9697,Stephen,Williams,Vega Baja,PR
27,Mary,Vincent,Caguas,PR
5274,Michael,Beard,Caguas,PR
11273,Mary,Ward,Caguas,PR
9495,Nicholas,Smith,Caguas,PR
4841,John,Warner,Caguas,PR
9803,Mary,Brady,Caguas,PR
7391,Mary,Garrett,Caguas,PR
11426,Mary,Smith,Caguas,PR
11664,Mary,Smith,Caguas,PR
5339,Mary,Moore,Caguas,PR
3204,Edward,Smith,Caguas,PR
4438,Frank,Jennings,Caguas,PR
5243,Mary,Smith,Caguas,PR
5089,James,Holloway,Caguas,PR
6073,Mary,Campos,Caguas,PR
8992,Maria,Summers,Caguas,PR
6466,Susan,Meyer,Caguas,PR
11438,Mary,Pugh,Caguas,PR
9524,Mary,Nelson,Caguas,PR
2464,Teresa,Warner,Caguas,PR
3770,Mary,Johnson,San Sebastian,PR
1306,Zachary,Taylor,Caguas,PR
10811,Joshua,Carter,Caguas,PR
12033,Aaron,Villa,Caguas,PR
9248,Mary,Luna,Caguas,PR
2214,Mary,Smith,Caguas,PR
6738,Mary,Taylor,Caguas,PR
5074,Karen,Smith,Caguas,PR
9148,Robert,Gallagher,Caguas,PR
3497,Mary,Smith,New York,NY
10066,Janice,Smith,Phoenix,AZ
4248,Jonathan,Smith,Eugene,OR
6473,Mary,Castillo,Long Beach,CA
12288,Karen,Smith,Algonquin,IL
7764,Mary,Wilson,Indianapolis,IN
11720,Mary,Smith,Los Angeles,CA
3935,Harold,Hayes,Buena Park,CA
8792,Mary,Smith,Hayward,CA
10416,Mary,Goodwin,Catonsville,MD
424,Stephen,Douglas,Carlisle,PA
10031,Crystal,Blake,Staten Island,NY
10819,Michelle,Koch,Long Beach,CA
5418,Mary,Roy,Marietta,GA
7272,Benjamin,Hurst,Jersey City,NJ
5329,Jack,Townsend,Long Beach,CA
7810,Henry,Smith,Memphis,TN
3624,Grace,Shah,Lutz,FL
7331,Pamela,Strong,Lombard,IL
125,Mary,Gallagher,Oxnard,CA
9419,Mary,Smith,Brooklyn,NY
1250,Teresa,Smith,New Bedford,MA
7683,Cynthia,Wallace,Newburgh,NY
2728,Mary,Adams,Miami,FL
4612,Mary,Wilson,Lansdale,PA
12019,Mary,Walters,Los Angeles,CA
10549,Mary,Atkinson,Baltimore,MD
4909,Mary,Smith,Phoenix,AZ
5854,Mary,Smith,Fullerton,CA
3066,Mary,Smith,Baltimore,MD
11431,Willie,Sanders,Sacramento,CA
9906,Richard,Smith,Chicago,IL
2048,Mary,Wolf,Greensboro,NC
3071,Mary,Meadows,San Jose,CA
11065,Aaron,Smith,New York,NY
394,David,Smith,Lakewood,OH
5707,Kathy,Sampson,Hamilton,OH
2682,Cynthia,Miller,Roseburg,OR
467,James,Smith,Modesto,CA
10577,Jennifer,Fuentes,New York,NY
3471,Mary,Franco,New Bedford,MA
3535,Betty,Rodgers,Encinitas,CA
11715,Mary,Smith,San Jose,CA
9814,Daniel,Smith,Rome,NY
4848,Jennifer,Morgan,Watsonville,CA
569,Mary,Frye,Meridian,ID
5749,Mary,Smith,Houston,TX
4460,Mary,Smith,Los Angeles,CA
6506,Anna,Bailey,Brooklyn,NY
6050,Rebecca,Arnold,Endicott,NY
3246,Lori,Burns,San Jose,CA
2364,Thomas,Whitney,Katy,TX
12216,Ann,Deleon,Visalia,CA
11388,Mary,Rangel,Lancaster,CA
1628,Benjamin,Smith,Phoenix,AZ
7222,Jesse,Stein,Lompoc,CA
